0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
-0.8942087629516549,-0.8850216978567287,-0.8923064090229872,-0.8843635445874727,1.1048120280258031,-0.8837624141312507,-0.8860560901789214,-0.8859753206205867,-0.8880208645586273,-0.49730068159605945,-0.8879409536594124,-0.8891592671454993,-0.8875580927211868,-0.8885433388402209,-0.8922171478169374,-0.8879409536594124,-0.890193659467692,-0.8912512276225871,-0.8937680816561561,-0.00026340524685955876,-0.8968203501567559,-0.8989859942063295,-0.9065513579283885,-0.9089198358223681,3.7293661820483774,-0.904655111772059,-0.9000203865285221,-0.9049685858277884,-0.9073524129775876,5.921756907701821,-0.9036104768900186,-0.9041579558172927,-0.9165755812321894,-0.9052625158512135,6.939264979632565,3.484375
-0.8837624141312507,-0.8860560901789214,-0.8859753206205867,-0.8880208645586273,-0.49730068159605945,-0.8879409536594124,-0.8891592671454993,-0.8875580927211868,-0.8885433388402209,-0.8922171478169374,-0.8879409536594124,-0.890193659467692,-0.8912512276225871,-0.8937680816561561,-0.00026340524685955876,-0.8968203501567559,-0.8989859942063295,-0.9065513579283885,-0.9089198358223681,3.7293661820483774,-0.904655111772059,-0.9000203865285221,-0.9049685858277884,-0.9073524129775876,5.921756907701821,-0.9036104768900186,-0.9041579558172927,-0.9165755812321894,-0.9052625158512135,6.939264979632565,-0.9056997466540995,-0.9046751519783891,-0.9044409951275884,-0.905784990132807,2.753791776112355,3.578125
-0.8879409536594124,-0.8891592671454993,-0.8875580927211868,-0.8885433388402209,-0.8922171478169374,-0.8879409536594124,-0.890193659467692,-0.8912512276225871,-0.8937680816561561,-0.00026340524685955876,-0.8968203501567559,-0.8989859942063295,-0.9065513579283885,-0.9089198358223681,3.7293661820483774,-0.904655111772059,-0.9000203865285221,-0.9049685858277884,-0.9073524129775876,5.921756907701821,-0.9036104768900186,-0.9041579558172927,-0.9165755812321894,-0.9052625158512135,6.939264979632565,-0.9056997466540995,-0.9046751519783891,-0.9044409951275884,-0.905784990132807,2.753791776112355,-0.904655111772059,-0.9036407596561964,-0.9039134044273882,-0.9026501444432459,3.26661584436545,3.609375
-0.8879409536594124,-0.890193659467692,-0.8912512276225871,-0.8937680816561561,-0.00026340524685955876,-0.8968203501567559,-0.8989859942063295,-0.9065513579283885,-0.9089198358223681,3.7293661820483774,-0.904655111772059,-0.9000203865285221,-0.9049685858277884,-0.9073524129775876,5.921756907701821,-0.9036104768900186,-0.9041579558172927,-0.9165755812321894,-0.9052625158512135,6.939264979632565,-0.9056997466540995,-0.9046751519783891,-0.9044409951275884,-0.905784990132807,2.753791776112355,-0.904655111772059,-0.9036407596561964,-0.9039134044273882,-0.9026501444432459,3.26661584436545,-0.9015212071259378,-0.8964000134008479,-0.8996926788257879,-0.9016051958800588,7.41286873674942,3.640625
-0.8968203501567559,-0.8989859942063295,-0.9065513579283885,-0.9089198358223681,3.7293661820483774,-0.904655111772059,-0.9000203865285221,-0.9049685858277884,-0.9073524129775876,5.921756907701821,-0.9036104768900186,-0.9041579558172927,-0.9165755812321894,-0.9052625158512135,6.939264979632565,-0.9056997466540995,-0.9046751519783891,-0.9044409951275884,-0.905784990132807,2.753791776112355,-0.904655111772059,-0.9036407596561964,-0.9039134044273882,-0.9026501444432459,3.26661584436545,-0.9015212071259378,-0.8964000134008479,-0.8996926788257879,-0.9016051958800588,7.41286873674942,-0.8983873024798166,-0.8984687980452332,-0.8986374974253878,-0.9005602473168718,2.094693214124731,3.578125
-0.904655111772059,-0.9000203865285221,-0.9049685858277884,-0.9073524129775876,5.921756907701821,-0.9036104768900186,-0.9041579558172927,-0.9165755812321894,-0.9052625158512135,6.939264979632565,-0.9056997466540995,-0.9046751519783891,-0.9044409951275884,-0.905784990132807,2.753791776112355,-0.904655111772059,-0.9036407596561964,-0.9039134044273882,-0.9026501444432459,3.26661584436545,-0.9015212071259378,-0.8964000134008479,-0.8996926788257879,-0.9016051958800588,7.41286873674942,-0.8983873024798166,-0.8984687980452332,-0.8986374974253878,-0.9005602473168718,2.094693214124731,-0.902043524566958,-0.9015719750118111,-0.900747860226188,-0.9026501444432459,2.9020396188348707,3.578125
-0.9036104768900186,-0.9041579558172927,-0.9165755812321894,-0.9052625158512135,6.939264979632565,-0.9056997466540995,-0.9046751519783891,-0.9044409951275884,-0.905784990132807,2.753791776112355,-0.904655111772059,-0.9036407596561964,-0.9039134044273882,-0.9026501444432459,3.26661584436545,-0.9015212071259378,-0.8964000134008479,-0.8996926788257879,-0.9016051958800588,7.41286873674942,-0.8983873024798166,-0.8984687980452332,-0.8986374974253878,-0.9005602473168718,2.094693214124731,-0.902043524566958,-0.9015719750118111,-0.900747860226188,-0.9026501444432459,2.9020396188348707,-0.9030881594489985,-0.9020891711729074,-0.9018030416265881,-0.9026501444432459,4.10849585636536,3.613275
-0.9056997466540995,-0.9046751519783891,-0.9044409951275884,-0.905784990132807,2.753791776112355,-0.904655111772059,-0.9036407596561964,-0.9039134044273882,-0.9026501444432459,3.26661584436545,-0.9015212071259378,-0.8964000134008479,-0.8996926788257879,-0.9016051958800588,7.41286873674942,-0.8983873024798166,-0.8984687980452332,-0.8986374974253878,-0.9005602473168718,2.094693214124731,-0.902043524566958,-0.9015719750118111,-0.900747860226188,-0.9026501444432459,2.9020396188348707,-0.9030881594489985,-0.9020891711729074,-0.9018030416265881,-0.9026501444432459,4.10849585636536,-0.902043524566958,-0.9015719750118111,-0.9002202695259879,-0.9014747862993732,3.077421010142206,3.609375
-0.904655111772059,-0.9036407596561964,-0.9039134044273882,-0.9026501444432459,3.26661584436545,-0.9015212071259378,-0.8964000134008479,-0.8996926788257879,-0.9016051958800588,7.41286873674942,-0.8983873024798166,-0.8984687980452332,-0.8986374974253878,-0.9005602473168718,2.094693214124731,-0.902043524566958,-0.9015719750118111,-0.900747860226188,-0.9026501444432459,2.9020396188348707,-0.9030881594489985,-0.9020891711729074,-0.9018030416265881,-0.9026501444432459,4.10849585636536,-0.902043524566958,-0.9015719750118111,-0.9002202695259879,-0.9014747862993732,3.077421010142206,-0.9009988896849176,-0.9026063673340038,-0.9018030416265881,-0.9016051958800588,0.45755355996610075,3.5625
-0.9015212071259378,-0.8964000134008479,-0.8996926788257879,-0.9016051958800588,7.41286873674942,-0.8983873024798166,-0.8984687980452332,-0.8986374974253878,-0.9005602473168718,2.094693214124731,-0.902043524566958,-0.9015719750118111,-0.900747860226188,-0.9026501444432459,2.9020396188348707,-0.9030881594489985,-0.9020891711729074,-0.9018030416265881,-0.9026501444432459,4.10849585636536,-0.902043524566958,-0.9015719750118111,-0.9002202695259879,-0.9014747862993732,3.077421010142206,-0.9009988896849176,-0.9026063673340038,-0.9018030416265881,-0.9016051958800588,0.45755355996610075,-0.902043524566958,-0.9031235634951001,-0.9023306323267881,-0.9031726187248394,0.6832553504671022,3.515625
